id,price
188533,18359.75
188534,101225.08
188535,48888.242
188536,27084.098
188537,29834.48
188538,15637.018
188539,10720.594
188540,34478.918
188541,75014.96
188542,27605.887
188543,22209.066
188544,10549.089
188545,52609.383
188546,101346.99
188547,16420.64
188548,86205.63
188549,21195.29
188550,9146.058
188551,87036.25
188552,57560.547
188553,57608.79
188554,20707.025
188555,55963.625
188556,21210.717
188557,21443.945
188558,66295.695
188559,31355.89
188560,12121.608
188561,144301.75
188562,23665.926
188563,75569.01
188564,46015.188
188565,53870.57
188566,31385.004
188567,14462.861
188568,39523.61
188569,27684.266
188570,16149.598
188571,32447.922
188572,98796.52
188573,20835.078
188574,32146.396
188575,37394.895
188576,31402.4
188577,10727.313
188578,30952.016
188579,43426.973
188580,40824.53
188581,61201.207
188582,21482.129
188583,91602.84
188584,28337.328
188585,35086.85
188586,29853.305
188587,52817.645
188588,23523.414
188589,18136.072
188590,18614.885
188591,25250.172
188592,39381.023
188593,28402.271
188594,62829.36
188595,21692.848
188596,62593.445
188597,27589.502
188598,26249.023
188599,14926.246
188600,46684.594
188601,45963.79
188602,33567.65
188603,88750.32
188604,10186.79
188605,73102.57
188606,35333.844
188607,59647.33
188608,16096.518
188609,51937.344
188610,57595.527
188611,21140.383
188612,74319.06
188613,21414.514
188614,16227.733
188615,31324.633
188616,56873.74
188617,44816.633
188618,20520.584
188619,88961.234
188620,14954.523
188621,22409.836
188622,81534.98
188623,49582.266
188624,35321.938
188625,22964.654
188626,13471.972
188627,75249.875
188628,74093.59
188629,21862.719
188630,25958.656
188631,54264.605
188632,49199.465
188633,52215.633
188634,9465.865
188635,22664.473
188636,47668.77
188637,10504.896
188638,31324.266
188639,24350.965
188640,11167.235
188641,24952.645
188642,14983.689
188643,83468.35
188644,120038.97
188645,41742.203
188646,7668.454
188647,22156.703
188648,28062.973
188649,65717.31
188650,93001.83
188651,44966.984
188652,113702.125
188653,65436.617
188654,9071.455
188655,15599.059
188656,25502.0
188657,35062.6
188658,10633.021
188659,40140.78
188660,11574.623
188661,120307.055
188662,8947.5
188663,14882.161
188664,99186.03
188665,112545.516
188666,24484.164
188667,10420.794
188668,13718.909
188669,25794.72
188670,62213.652
188671,20482.623
188672,17307.523
188673,50951.164
188674,12259.352
188675,33758.76
188676,39372.023
188677,9947.094
188678,33779.816
188679,48131.895
188680,83361.92
188681,13148.188
188682,15410.264
188683,10596.08
188684,63213.19
188685,37820.16
188686,81774.56
188687,20253.998
188688,34654.04
188689,11553.604
188690,40739.508
188691,54921.79
188692,33816.277
188693,11551.298
188694,15771.848
188695,18046.643
188696,82381.69
188697,26381.693
188698,11437.092
188699,62093.4
188700,383551.3
188701,33735.977
188702,14489.205
188703,87587.555
188704,60563.88
188705,22673.393
188706,107547.16
188707,12067.837
188708,14364.152
188709,13044.38
188710,22078.365
188711,30000.562
188712,46416.63
188713,35038.445
188714,21654.752
188715,33184.773
188716,85288.164
188717,11284.817
188718,16340.881
188719,34541.816
188720,17681.082
188721,46641.844
188722,65903.516
188723,22712.738
188724,27188.188
188725,10738.443
188726,37920.77
188727,12447.479
188728,43611.75
188729,16566.697
188730,57460.844
188731,90012.83
188732,34358.86
188733,16509.262
188734,13117.606
188735,9129.206
188736,8209.178
188737,70065.6
188738,82022.91
188739,42461.023
188740,103778.766
188741,41151.133
188742,22132.732
188743,21298.621
188744,100804.57
188745,45908.457
188746,32064.979
188747,33233.652
188748,16555.148
188749,47301.117
188750,8910.141
188751,40111.6
188752,81139.53
188753,9457.434
188754,73214.766
188755,127085.87
188756,31752.34
188757,21764.738
188758,10412.988
188759,16620.738
188760,11382.421
188761,31277.328
188762,42355.93
188763,34112.438
188764,13865.387
188765,42782.24
188766,27663.77
188767,9573.41
188768,28885.115
188769,60815.805
188770,38952.062
188771,11879.469
188772,8552.313
188773,35005.01
188774,42388.016
188775,43038.723
188776,14350.577
188777,20438.668
188778,22503.574
188779,52427.414
188780,49555.215
188781,84901.59
188782,15766.768
188783,17237.645
188784,38969.3
188785,53011.156
188786,32254.648
188787,10195.512
188788,12795.869
188789,51282.027
188790,12601.327
188791,9141.533
188792,88432.0
188793,21005.72
188794,12356.799
188795,31622.346
188796,35303.71
188797,76712.39
188798,23183.754
188799,16654.613
188800,47317.902
188801,53849.547
188802,23438.738
188803,111909.484
188804,11542.772
188805,12815.405
188806,187613.67
188807,43256.9
188808,75818.86
188809,28224.111
188810,15539.021
188811,36643.79
188812,18527.516
188813,10139.716
188814,35393.93
188815,13920.791
188816,29687.602
188817,24237.271
188818,35774.867
188819,39039.633
188820,49008.44
188821,31255.719
188822,17849.566
188823,41486.8
188824,9819.456
188825,22427.896
188826,8845.533
188827,35942.82
188828,33257.133
188829,8598.123
188830,41837.863
188831,50468.875
188832,11535.053
188833,23739.336
188834,25747.61
188835,20863.826
188836,24110.758
188837,58667.57
188838,12786.189
188839,14108.574
188840,24886.402
188841,55874.68
188842,12533.456
188843,43066.047
188844,36142.254
188845,20123.967
188846,31358.584
188847,42043.305
188848,9223.472
188849,24689.043
188850,48277.508
188851,170701.5
188852,47571.195
188853,14569.459
188854,20076.57
188855,67728.55
188856,117831.27
188857,92370.58
188858,42601.164
188859,34461.566
188860,7966.498
188861,32878.277
188862,101753.65
188863,22919.668
188864,27777.195
188865,18959.918
188866,40613.2
188867,12486.781
188868,144983.86
188869,21964.21
188870,9727.638
188871,11896.818
188872,33595.098
188873,43155.375
188874,35886.195
188875,16357.293
188876,25399.0
188877,49676.75
188878,83762.85
188879,130877.08
188880,37500.574
188881,11055.186
188882,36288.766
188883,31677.348
188884,68392.04
188885,33039.133
188886,56797.42
188887,116649.48
188888,262812.5
188889,114466.42
188890,15409.854
188891,38482.15
188892,18424.523
188893,118555.53
188894,11177.831
188895,20886.764
188896,36300.707
188897,17494.402
188898,10342.925
188899,90801.484
188900,10105.344
188901,10097.513
188902,58321.54
188903,61961.164
188904,23180.607
188905,24830.473
188906,57796.914
188907,59688.152
188908,22292.213
188909,30386.088
188910,29310.018
188911,38674.6
188912,31071.117
188913,82642.89
188914,41659.47
188915,46921.027
188916,8543.758
188917,56509.33
188918,9920.394
188919,27362.475
188920,18010.945
188921,46149.664
188922,31453.383
188923,65198.992
188924,67667.35
188925,55948.316
188926,43977.48
188927,8601.867
188928,48983.11
188929,19359.965
188930,11355.24
188931,43955.586
188932,29771.062
188933,54641.07
188934,56038.773
188935,36731.516
188936,31063.87
188937,31932.969
188938,21810.955
188939,33938.49
188940,12115.995
188941,118433.56
188942,44458.477
188943,73501.36
188944,37454.19
188945,15969.551
188946,65849.81
188947,36775.535
188948,57745.977
188949,242274.75
188950,30373.412
188951,33779.023
188952,8171.7217
188953,10136.467
188954,21040.455
188955,86155.625
188956,23367.55
188957,34272.81
188958,28910.85
188959,9824.871
188960,35159.32
188961,51274.965
188962,13827.063
188963,56579.508
188964,37968.87
188965,6094.2334
188966,53041.727
188967,51367.18
188968,25028.223
188969,32976.72
188970,43555.043
188971,31848.889
188972,117436.32
188973,187608.05
188974,36361.535
188975,27570.912
188976,13033.986
188977,24759.48
188978,10366.305
188979,40835.062
188980,18057.533
188981,17471.355
188982,27600.76
188983,114946.71
188984,25213.69
188985,15417.2705
188986,22366.586
188987,46037.93
188988,21404.34
188989,49613.438
188990,64160.74
188991,43815.67
188992,26572.285
188993,21843.441
188994,32410.855
188995,29951.648
188996,21096.809
188997,70987.91
188998,58524.656
188999,12651.671
189000,10933.377
189001,23126.996
189002,54059.98
189003,24668.242
189004,47123.523
189005,43920.805
189006,43777.574
189007,32683.121
189008,27239.979
189009,13317.292
189010,47113.758
189011,33406.055
189012,55804.56
189013,22316.533
