id,price
188533,18463.008
188534,65099.9
188535,51255.297
188536,27833.305
188537,27661.303
188538,17295.555
188539,11261.884
188540,42275.41
188541,77464.63
188542,29957.348
188543,27830.396
188544,12777.979
188545,41389.117
188546,107213.43
188547,14827.909
188548,98013.61
188549,22008.178
188550,10967.043
188551,80887.03
188552,55383.56
188553,63765.65
188554,19924.754
188555,39638.438
188556,21455.562
188557,23072.672
188558,84160.766
188559,28742.363
188560,12581.737
188561,67777.625
188562,22367.16
188563,88289.3
188564,52769.176
188565,45813.43
188566,31264.434
188567,15693.239
188568,45332.285
188569,18373.285
188570,16673.299
188571,35834.152
188572,86620.42
188573,22991.668
188574,31060.027
188575,38535.574
188576,32682.297
188577,12353.393
188578,30173.264
188579,40123.758
188580,40942.17
188581,85078.3
188582,22523.85
188583,90671.06
188584,29720.06
188585,36640.066
188586,26844.66
188587,55537.965
188588,24237.086
188589,16118.677
188590,17089.605
188591,26186.707
188592,35448.457
188593,31128.486
188594,65690.164
188595,24644.193
188596,42630.4
188597,27616.059
188598,26406.828
188599,16305.005
188600,51996.97
188601,52542.42
188602,37066.92
188603,129453.72
188604,13470.7295
188605,33147.523
188606,33442.523
188607,54742.984
188608,16398.889
188609,48846.945
188610,36259.984
188611,20391.6
188612,72704.28
188613,21127.445
188614,15707.666
188615,34585.51
188616,62529.816
188617,46907.316
188618,21611.338
188619,74238.586
188620,15942.398
188621,22553.055
188622,101205.28
188623,52068.33
188624,42807.887
188625,24482.965
188626,14686.697
188627,98397.37
188628,72981.85
188629,20096.713
188630,22754.064
188631,70212.36
188632,50157.527
188633,57346.445
188634,10104.979
188635,25418.84
188636,49768.992
188637,10924.578
188638,33792.023
188639,23115.748
188640,11416.517
188641,23936.959
188642,16373.59
188643,97431.05
188644,84744.86
188645,57130.547
188646,10514.452
188647,31247.248
188648,26900.598
188649,35748.03
188650,88736.58
188651,47470.836
188652,72544.16
188653,67906.04
188654,8674.979
188655,16040.486
188656,28967.451
188657,34459.684
188658,11758.154
188659,53249.848
188660,14013.554
188661,90782.69
188662,13188.1045
188663,15706.17
188664,78099.234
188665,126295.734
188666,26060.531
188667,12114.831
188668,13853.815
188669,24417.146
188670,59958.65
188671,20869.46
188672,16476.879
188673,64136.523
188674,14051.604
188675,27904.666
188676,45588.34
188677,10091.768
188678,30048.395
188679,43036.42
188680,54336.31
188681,13644.176
188682,14241.443
188683,10338.819
188684,69551.04
188685,39958.92
188686,90873.61
188687,19223.422
188688,36062.094
188689,11696.501
188690,30191.137
188691,38481.2
188692,26656.898
188693,12820.426
188694,15316.934
188695,18189.064
188696,65449.48
188697,25856.043
188698,15158.529
188699,55334.242
188700,131581.39
188701,29762.97
188702,15529.426
188703,72248.7
188704,43578.516
188705,24094.03
188706,88638.36
188707,14656.668
188708,15884.5625
188709,13556.699
188710,22308.887
188711,27835.812
188712,50266.24
188713,34334.805
188714,21496.912
188715,35737.848
188716,57605.59
188717,11646.529
188718,15736.22
188719,33083.336
188720,16715.37
188721,67007.766
188722,66046.39
188723,22655.787
188724,29983.488
188725,11435.347
188726,37053.754
188727,13212.815
188728,47006.227
188729,16507.238
188730,60556.71
188731,56473.824
188732,35076.766
188733,16737.89
188734,14380.865
188735,8138.0913
188736,8379.253
188737,84436.9
188738,70610.94
188739,47235.977
188740,68317.48
188741,36245.844
188742,23051.705
188743,27637.32
188744,69206.94
188745,61885.75
188746,32738.809
188747,33363.844
188748,16205.121
188749,60837.426
188750,9860.516
188751,43396.766
188752,92481.61
188753,14076.221
188754,33304.027
188755,54739.836
188756,31569.238
188757,21410.24
188758,12751.082
188759,15970.306
188760,11869.313
188761,34509.36
188762,45980.715
188763,30812.588
188764,15338.732
188765,51384.203
188766,33344.062
188767,11308.679
188768,29729.535
188769,68057.836
188770,38855.89
188771,13883.526
188772,8856.205
188773,34295.305
188774,44612.805
188775,43350.035
188776,14642.701
188777,25179.996
188778,23755.242
188779,62285.625
188780,54034.305
188781,86392.12
188782,15984.264
188783,18395.027
188784,38611.11
188785,29744.422
188786,33790.23
188787,11863.345
188788,14132.903
188789,50597.89
188790,10605.775
188791,8872.182
188792,63895.953
188793,22426.715
188794,14289.203
188795,42102.24
188796,22451.916
188797,94736.92
188798,20987.264
188799,16214.564
188800,46899.727
188801,43063.145
188802,25142.096
188803,75186.2
188804,15854.699
188805,13475.484
188806,70365.13
188807,38277.008
188808,51938.586
188809,30304.174
188810,16266.453
188811,47447.734
188812,18363.3
188813,10489.004
188814,40345.785
188815,14677.765
188816,39356.13
188817,29325.516
188818,35032.68
188819,41539.953
188820,51662.234
188821,30929.39
188822,18089.936
188823,42674.574
188824,10911.805
188825,19478.5
188826,10286.966
188827,33006.06
188828,27040.984
188829,12792.65
188830,44334.63
188831,62119.223
188832,10327.08
188833,24483.988
188834,25878.484
188835,19881.625
188836,31289.588
188837,62751.742
188838,14663.33
188839,15233.661
188840,23107.072
188841,69415.69
188842,13525.722
188843,65178.312
188844,33439.152
188845,20800.006
188846,32395.805
188847,47689.07
188848,10698.399
188849,26102.283
188850,71298.07
188851,100455.05
188852,71736.7
188853,13556.603
188854,19474.078
188855,60538.617
188856,90125.36
188857,85704.85
188858,54992.09
188859,35590.457
188860,5439.4736
188861,29092.992
188862,80059.67
188863,21640.695
188864,26124.861
188865,25223.492
188866,44811.895
188867,13054.354
188868,122263.91
188869,22214.39
188870,12982.363
188871,11385.507
188872,35539.074
188873,45183.133
188874,36394.758
188875,16668.102
188876,24932.074
188877,44604.46
188878,65666.51
188879,92910.83
188880,45213.312
188881,13847.421
188882,29299.21
188883,31599.072
188884,70603.28
188885,34232.79
188886,45681.336
188887,102126.1
188888,119573.27
188889,58062.754
188890,14970.362
188891,30908.436
188892,26681.14
188893,93360.914
188894,12036.921
188895,21438.125
188896,31766.719
188897,16429.502
188898,11708.776
188899,147658.34
188900,7290.5605
188901,10983.004
188902,75838.195
188903,57632.22
188904,22517.555
188905,28998.139
188906,64736.555
188907,59266.875
188908,20423.727
188909,32095.059
188910,26471.254
188911,41743.21
188912,28589.6
188913,76467.29
188914,50928.395
188915,42823.81
188916,11741.023
188917,47136.344
188918,11724.242
188919,35683.562
188920,16887.383
188921,47350.613
188922,35077.574
188923,58675.387
188924,50401.363
188925,69621.66
188926,49502.926
188927,7768.746
188928,39901.184
188929,19665.346
188930,14174.04
188931,41444.37
188932,27710.012
188933,63828.1
188934,48144.977
188935,30229.73
188936,31729.922
188937,31187.715
188938,20198.262
188939,48601.656
188940,12618.57
188941,69249.61
188942,70463.734
188943,67048.73
188944,36719.605
188945,15322.654
188946,27297.902
188947,41009.715
188948,61373.47
188949,147405.45
188950,26438.668
188951,39027.79
188952,6405.368
188953,10580.831
188954,21874.686
188955,60207.05
188956,22983.62
188957,33811.13
188958,28797.871
188959,11902.195
188960,45416.535
188961,67756.04
188962,14469.422
188963,60637.934
188964,40631.125
188965,5587.4165
188966,49772.625
188967,41458.504
188968,26128.598
188969,31078.018
188970,35329.812
188971,33121.613
188972,105104.57
188973,72393.08
188974,36293.22
188975,20128.963
188976,13563.457
188977,21643.2
188978,12656.496
188979,46611.312
188980,18454.283
188981,18262.188
188982,29450.365
188983,91026.45
188984,23195.219
188985,18765.047
188986,21540.205
188987,46970.91
188988,21097.309
188989,45943.07
188990,43820.664
188991,49777.438
188992,26484.871
188993,30077.96
188994,32167.943
188995,30361.484
188996,19940.318
188997,80820.58
188998,45544.05
188999,12205.58
189000,11335.995
189001,23896.248
189002,37397.023
189003,31101.695
189004,50349.586
189005,45698.285
189006,53433.594
189007,30479.805
189008,28194.574
189009,15189.457
189010,35618.82
189011,32549.492
189012,49850.055
189013,26912.36
189014,27921.488
189015,21372.723
189016,46439.96
189017,10916.034
189018,20351.826
189019,13333.628
189020,16368.523
189021,42037.074
189022,47124.918
189023,57366.06
189024,21679.514
189025,57363.566
189026,15797.381
189027,12738.91
189028,42712.918
189029,19047.834
189030,16716.197
189031,31866.873
189032,43166.51
189033,9072.371
189034,97244.016
189035,67962.266
189036,95089.61
189037,22389.346
189038,45978.047
189039,57686.48
189040,15008.327
189041,13731.106
189042,23972.541
189043,53321.105
189044,31181.602
189045,43230.168
189046,10897.853
189047,14856.957
189048,13747.779
189049,62714.0
189050,41676.625
189051,14642.784
189052,34546.906
189053,29695.412
189054,41791.207
189055,30445.312
189056,13467.353
189057,20226.746
189058,12127.857
189059,66831.25
189060,13515.775
189061,21904.12
189062,23752.031
189063,28832.262
189064,10818.976
189065,27539.387
189066,18450.523
189067,55776.527
189068,18468.67
189069,30142.648
189070,56797.945
189071,26988.758
189072,88553.414
189073,42028.926
189074,23998.207
189075,32136.96
189076,24701.29
189077,46692.598
189078,49718.887
189079,30022.621
189080,71513.29
189081,31970.8
189082,20192.408
189083,20522.758
189084,32534.613
189085,68473.95
189086,12454.43
189087,57678.105
189088,52130.08
189089,63554.613
189090,15165.506
189091,44916.418
189092,8546.582
189093,67684.18
189094,42649.35
189095,20749.756
189096,22903.162
189097,67042.96
189098,17540.764
189099,11911.23
189100,12739.526
189101,37146.293
189102,143687.58
189103,45884.92
189104,9016.977
189105,45067.992
189106,48055.047
189107,25507.05
189108,29152.877
189109,53551.117
189110,10010.717
189111,13115.965
189112,23512.738
189113,82827.31
189114,13527.518
189115,18409.191
189116,18794.225
189117,18761.658
189118,29780.568
189119,26284.092
189120,69884.86
189121,47213.98
189122,9077.145
189123,18756.646
189124,32282.729
189125,99837.35
189126,16740.297
189127,31195.76
189128,17490.02
189129,14663.976
189130,91588.06
189131,53133.043
189132,20032.848
189133,83926.664
189134,21129.355
189135,52335.63
189136,76886.64
189137,23191.027
189138,12405.925
189139,9549.939
189140,11225.157
189141,9954.791
189142,11338.673
189143,10041.512
189144,13398.513
189145,78070.445
189146,32265.086
189147,25638.686
189148,32541.17
189149,33415.188
189150,46930.39
189151,24483.17
189152,41535.133
189153,35624.96
189154,12509.489
189155,11935.488
189156,64357.664
189157,10217.489
189158,10466.21
189159,27425.336
189160,33102.43
189161,11082.763
189162,12653.855
189163,28567.318
189164,13955.959
189165,20096.225
189166,140443.44
189167,20380.818
189168,19804.643
189169,31707.887
189170,63595.504
189171,8536.597
189172,54389.69
189173,13547.415
189174,38418.41
189175,9650.684
189176,31473.65
189177,51370.934
189178,66084.94
189179,14581.493
189180,69881.76
189181,13982.189
189182,18148.479
189183,47381.496
189184,74421.31
189185,14397.938
189186,95181.41
189187,96425.35
189188,53352.062
189189,11677.418
189190,39997.445
189191,16382.042
189192,51370.32
189193,36295.87
189194,53002.61
189195,13391.502
189196,12610.208
189197,15811.79
189198,26661.207
189199,13005.678
189200,24198.568
189201,26750.523
189202,16544.018
189203,25014.113
189204,17771.9
189205,34278.9
189206,34739.375
189207,79374.45
189208,24149.576
189209,34302.51
189210,60265.086
189211,12561.801
189212,13453.402
189213,44548.92
189214,111862.47
189215,30921.238
189216,57648.918
189217,35151.086
189218,68102.234
189219,16432.027
189220,39629.953
189221,29632.77
189222,38877.574
189223,43848.773
189224,19031.04
189225,24651.262
189226,53312.266
189227,56888.965
189228,13621.583
189229,66301.016
189230,19665.07
189231,64124.33
189232,46274.53
189233,34614.746
189234,49303.918
189235,58101.637
189236,55136.074
189237,36552.66
189238,40766.016
189239,15674.352
189240,31482.477
189241,11454.611
189242,12747.657
189243,54683.17
189244,28525.092
189245,36147.65
189246,12839.891
189247,39996.19
189248,43093.27
189249,24069.537
189250,20903.086
189251,44847.133
189252,19435.643
189253,78511.305
189254,23093.38
189255,28574.238
189256,33858.656
189257,34856.5
189258,11019.598
189259,31842.562
189260,26961.92
189261,60945.812
189262,25968.514
189263,48895.336
189264,58306.508
189265,51292.773
189266,43777.25
189267,58935.773
189268,65487.625
189269,22489.104
189270,39180.734
189271,77231.96
189272,44928.457
189273,61271.945
189274,114083.2
189275,76825.53
189276,47940.773
189277,28114.951
189278,30177.857
