id,price
188533,18238.11
188534,77352.586
188535,53830.64
188536,27991.84
188537,29874.133
188538,16478.338
188539,12844.476
188540,43239.72
188541,87751.88
188542,33572.395
188543,32787.074
188544,13891.259
188545,44660.062
188546,115974.94
188547,16747.46
188548,103656.91
188549,22730.26
188550,12017.864
188551,94783.73
188552,57802.96
188553,69008.13
188554,22029.633
188555,43580.465
188556,23182.021
188557,22121.516
188558,91587.83
188559,33760.83
188560,12978.091
188561,79140.055
188562,24873.758
188563,94942.94
188564,56349.492
188565,53061.88
188566,33732.953
188567,15359.584
188568,48196.785
188569,24394.688
188570,16551.215
188571,37508.406
188572,98779.04
188573,23375.383
188574,39081.164
188575,42117.906
188576,34928.004
188577,12762.708
188578,33155.598
188579,42287.33
188580,44023.227
188581,90993.68
188582,24060.457
188583,98897.234
188584,33083.625
188585,38249.027
188586,28985.479
188587,60353.33
188588,25611.402
188589,17987.902
188590,20527.564
188591,27245.404
188592,36821.06
188593,33749.98
188594,71644.055
188595,25404.309
188596,52183.15
188597,28376.172
188598,26080.973
188599,15250.971
188600,54320.047
188601,54267.71
188602,37599.44
188603,135161.25
188604,13192.879
188605,37818.605
188606,38118.195
188607,62056.938
188608,16937.166
188609,53668.0
188610,43879.945
188611,21235.28
188612,78774.86
188613,22839.39
188614,17400.258
188615,35714.5
188616,65839.375
188617,47546.305
188618,23872.324
188619,82013.66
188620,20437.953
188621,24043.414
188622,119734.26
188623,55645.61
188624,43488.906
188625,24724.078
188626,15356.459
188627,99481.586
188628,79718.48
188629,22084.254
188630,25387.979
188631,69517.65
188632,53387.04
188633,60607.03
188634,12503.001
188635,27107.855
188636,54485.434
188637,12907.768
188638,37150.953
188639,24243.326
188640,13045.948
188641,24904.105
188642,15194.955
188643,109197.46
188644,101099.34
188645,59278.586
188646,11670.705
188647,33276.297
188648,26840.395
188649,39719.8
188650,95499.164
188651,51034.746
188652,83516.96
188653,74349.59
188654,12009.643
188655,15503.426
188656,31175.36
188657,37588.695
188658,12656.083
188659,55758.293
188660,13775.56
188661,95863.53
188662,13202.28
188663,16554.238
188664,90386.945
188665,136500.88
188666,27297.896
188667,12738.304
188668,14295.503
188669,26984.496
188670,65058.035
188671,22665.7
188672,18905.398
188673,69165.28
188674,14177.629
188675,31431.986
188676,44287.938
188677,11684.573
188678,34312.258
188679,45462.09
188680,58380.008
188681,14201.725
188682,14878.253
188683,12201.847
188684,76688.0
188685,43275.254
188686,99710.52
188687,20967.328
188688,38223.297
188689,12403.637
188690,35729.47
188691,39689.86
188692,30929.77
188693,12904.465
188694,15551.946
188695,18763.443
188696,73982.375
188697,27582.236
188698,14165.916
188699,60209.465
188700,156554.31
188701,32997.812
188702,16229.85
188703,95173.97
188704,51526.75
188705,23822.805
188706,98239.13
188707,13612.91
188708,16346.161
188709,13886.295
188710,23847.541
188711,31358.986
188712,54710.79
188713,37364.344
188714,23122.064
188715,37786.926
188716,70365.086
188717,13089.632
188718,17472.713
188719,36085.05
188720,16615.898
188721,72441.3
188722,68726.87
188723,23776.762
188724,29157.18
188725,13125.923
188726,41004.82
188727,13600.631
188728,53394.2
188729,18504.2
188730,69805.94
188731,69982.914
188732,37115.73
188733,18102.328
188734,14543.671
188735,11074.575
188736,11348.353
188737,93708.836
188738,75202.92
188739,53824.58
188740,79676.625
188741,41216.85
188742,23027.83
188743,33530.668
188744,81674.99
188745,61222.28
188746,36549.793
188747,37073.207
188748,17991.303
188749,56506.59
188750,11558.699
188751,50096.645
