id,price
188533,19477.816
188534,65479.49
188535,52017.957
188536,28146.455
188537,28202.14
188538,18537.379
188539,11273.532
188540,42496.57
188541,78427.195
188542,30005.604
188543,29978.777
188544,12294.843
188545,41520.348
188546,109382.74
188547,15014.181
188548,99537.195
188549,22019.219
188550,11799.257
188551,80003.29
188552,55817.02
188553,64270.883
188554,20016.115
188555,39368.88
188556,22150.256
188557,24183.27
188558,82504.02
188559,28690.672
188560,13441.74
188561,67453.32
188562,22809.97
188563,90165.93
188564,51221.996
188565,45762.887
188566,31063.893
188567,16448.3
188568,46068.836
188569,18297.832
188570,17278.477
188571,34148.336
188572,87305.72
188573,22837.684
188574,31574.084
188575,38150.58
188576,32735.96
188577,12953.104
188578,30917.072
188579,39938.1
188580,41578.336
188581,87761.78
188582,22700.678
188583,91913.49
188584,29569.162
188585,36661.434
188586,26950.043
188587,56269.59
188588,24104.367
188589,16298.298
188590,17728.441
188591,26363.004
188592,35898.812
188593,31175.414
188594,66225.484
188595,24353.129
188596,40822.848
188597,27119.766
188598,26776.91
188599,17497.812
188600,52542.76
188601,53736.34
188602,37610.16
188603,129776.63
188604,14608.418
188605,31485.244
188606,33466.523
188607,55367.082
188608,16937.611
188609,49469.973
188610,35166.1
188611,21031.965
188612,73565.96
188613,21695.355
188614,15819.555
188615,35413.906
188616,65129.785
188617,47325.074
188618,21857.26
188619,75055.26
188620,16290.641
188621,22683.09
188622,96009.31
188623,53865.94
188624,43584.03
188625,24783.057
188626,15099.172
188627,99775.07
188628,73941.516
188629,21155.734
188630,22827.832
188631,70932.164
188632,49660.797
188633,58260.727
188634,10575.894
188635,25174.299
188636,50248.516
188637,11232.124
188638,32144.621
188639,23838.643
188640,11867.506
188641,24271.387
188642,18069.436
188643,97170.79
188644,83747.93
188645,59000.664
188646,11267.962
188647,29494.643
188648,27064.39
188649,34743.695
188650,90495.445
188651,47243.184
188652,73498.78
188653,67502.74
188654,8068.1885
188655,17036.393
188656,28294.773
188657,34403.996
188658,12358.253
188659,52883.66
188660,14876.469
188661,90043.555
188662,13648.942
188663,16898.578
188664,79036.77
188665,130353.94
188666,26067.107
188667,13469.729
188668,14170.669
188669,24643.627
188670,60051.543
188671,21486.865
188672,17134.508
188673,63875.832
188674,14596.455
188675,28370.379
188676,46030.355
188677,10691.088
188678,28859.709
188679,43020.793
188680,54089.64
188681,14342.565
188682,15089.466
188683,10181.533
188684,70556.69
188685,40663.9
188686,92021.875
188687,19675.104
188688,36261.785
188689,12784.271
188690,28766.04
188691,37185.445
188692,25408.732
188693,13585.464
188694,16390.43
188695,18078.676
188696,64660.086
188697,26194.438
188698,15461.97
188699,56390.613
188700,125742.1
188701,29464.22
188702,16395.11
188703,71081.42
188704,43446.152
188705,24895.123
188706,84632.27
188707,15187.129
188708,16226.796
188709,14020.017
188710,22432.236
188711,27724.55
188712,49728.625
188713,34018.04
188714,21526.846
188715,35738.395
188716,53387.043
188717,12421.112
188718,16511.768
188719,31733.393
188720,17609.562
188721,68690.164
188722,67483.59
188723,22816.926
188724,30105.088
188725,11915.0205
188726,37209.582
188727,13986.237
188728,46571.54
188729,17173.512
188730,58773.703
188731,56447.344
188732,34914.137
188733,16414.229
188734,15322.63
188735,7861.3447
188736,8692.043
188737,85819.34
188738,68917.85
188739,47514.086
188740,67939.734
188741,36473.895
188742,23709.285
188743,27090.66
188744,66950.59
188745,63467.543
188746,33172.254
188747,33451.793
188748,16445.375
188749,61451.68
188750,10080.306
188751,43712.957
188752,93162.3
188753,15012.262
188754,32412.977
188755,54601.45
188756,31746.299
188757,22298.559
188758,13356.477
188759,16436.531
188760,12383.493
188761,34843.703
188762,45982.293
188763,30571.56
188764,16231.084
188765,51505.16
188766,33072.223
188767,12305.946
188768,30063.734
188769,66928.65
188770,39414.613
188771,14534.195
188772,8823.165
188773,34168.445
188774,44907.883
188775,43588.152
188776,15880.68
188777,26369.434
188778,24024.543
188779,64871.855
188780,53460.152
188781,83762.97
188782,16733.338
188783,18298.24
188784,38101.46
188785,27805.91
188786,33414.887
188787,12727.07
188788,14600.903
188789,51224.8
188790,10790.884
188791,8888.422
188792,61347.137
188793,23171.934
188794,15346.704
188795,45445.75
188796,22600.336
188797,94054.02
188798,21578.139
188799,16888.996
188800,46935.3
188801,42550.156
188802,25606.34
188803,73310.5
188804,15105.461
188805,13906.327
188806,68285.695
188807,38202.344
188808,51655.203
188809,31530.098
188810,17391.64
188811,47957.832
188812,18661.084
188813,11140.51
188814,41320.3
188815,15041.79
188816,40882.383
188817,29293.193
188818,35034.96
188819,41403.22
188820,57620.797
188821,31341.516
188822,19013.035
188823,42205.652
188824,10933.802
188825,19128.428
188826,10794.094
188827,32587.129
188828,25251.379
188829,13572.162
188830,45278.21
188831,62318.598
188832,10973.866
188833,24320.367
188834,26168.854
188835,20396.996
188836,31633.633
188837,63746.914
188838,16059.897
188839,15798.393
188840,23433.674
188841,72696.055
188842,14482.515
188843,65053.934
188844,33187.21
188845,21599.582
188846,32319.906
188847,47643.895
188848,11221.385
188849,26237.236
188850,72466.6
188851,97662.64
188852,72920.414
188853,14550.17
188854,20114.533
188855,60392.156
188856,89524.45
188857,84066.79
188858,58095.156
188859,36182.508
188860,5067.3843
188861,29516.334
188862,80208.516
188863,21342.219
188864,26269.434
188865,25448.148
188866,45138.406
188867,14223.082
188868,121721.87
188869,22360.445
188870,13924.81
188871,12078.135
188872,36164.71
188873,46254.926
188874,37732.62
188875,17052.709
188876,24418.008
188877,43545.8
188878,65684.09
188879,91022.016
188880,46234.48
188881,15058.739
188882,28758.016
188883,31575.34
188884,70980.71
188885,34483.215
188886,45294.074
188887,103562.97
188888,113282.45
188889,53189.64
188890,15860.711
188891,30439.195
188892,25060.996
188893,87035.72
