id,price
188533,18774.846
188534,78491.375
188535,55844.297
188536,27977.578
188537,31671.582
188538,17414.998
188539,13422.416
188540,42689.168
188541,84904.38
188542,33110.37
188543,32578.453
188544,14852.804
188545,44856.727
188546,114566.84
188547,17953.021
188548,106603.586
188549,22851.518
188550,12451.687
188551,90670.51
188552,58874.637
188553,69452.195
188554,22752.002
188555,43957.582
188556,22847.84
188557,22940.598
188558,88238.46
188559,32595.928
188560,14117.199
188561,80804.945
188562,25281.12
188563,93077.96
188564,55724.223
188565,50123.36
188566,32516.182
188567,16068.906
188568,49082.52
188569,23503.137
188570,17527.312
188571,37406.887
188572,96305.94
188573,24015.814
188574,36826.582
188575,41792.66
188576,35308.344
188577,12918.348
188578,33559.52
188579,41776.555
188580,43621.117
188581,90090.47
188582,23702.627
188583,103041.32
188584,32768.867
188585,37944.28
188586,30210.672
188587,61107.785
188588,25714.312
188589,18735.887
188590,20938.775
188591,27774.447
188592,36967.062
188593,33768.043
188594,72050.33
188595,26012.219
188596,51077.473
188597,28727.48
188598,27333.916
188599,15407.932
188600,53350.96
188601,54726.43
188602,37004.434
188603,138825.8
188604,13386.986
188605,39007.56
188606,37999.465
188607,61978.7
188608,17233.865
188609,53738.645
188610,43095.16
188611,21806.6
188612,78782.3
188613,23574.43
188614,18192.549
188615,35627.5
188616,66091.8
188617,46603.684
188618,23495.334
188619,84432.25
188620,19371.463
188621,24184.209
188622,116002.875
188623,56128.895
188624,43377.445
188625,25783.553
188626,16825.78
188627,101779.93
188628,81791.13
188629,24145.271
188630,25776.719
188631,69627.64
188632,52456.145
188633,60111.637
188634,12940.106
188635,28118.072
188636,54381.016
188637,13134.518
188638,36556.445
188639,25854.54
188640,13287.98
188641,26228.107
188642,16017.079
188643,107439.83
188644,103156.875
188645,58368.68
188646,12508.195
188647,38492.836
188648,28163.959
188649,40708.29
188650,96120.22
188651,50686.004
188652,76913.695
188653,76039.34
188654,12961.167
188655,16610.195
188656,29484.006
188657,37111.945
188658,13058.754
188659,56353.57
188660,13861.351
188661,95805.98
188662,13710.387
188663,17261.129
188664,89192.61
188665,134919.42
188666,27288.426
188667,12941.766
188668,15974.915
188669,27481.668
188670,65741.99
188671,22662.352
188672,19641.309
188673,67751.47
188674,14465.005
188675,32201.682
188676,47129.77
188677,12389.303
188678,34647.035
188679,43962.05
188680,59383.203
188681,14434.884
188682,15401.094
188683,12845.499
188684,75701.52
188685,43411.496
188686,100717.34
188687,21897.924
188688,37750.42
188689,13019.89
188690,35213.125
188691,40215.62
188692,30594.277
188693,13625.78
188694,16361.857
188695,19633.246
188696,73707.4
188697,28401.277
188698,15287.79
188699,59561.027
188700,158429.66
188701,33455.586
188702,16673.768
188703,90673.305
188704,51683.953
188705,25363.379
188706,103191.45
188707,14711.312
188708,17983.55
188709,14543.538
188710,23564.844
188711,32257.953
188712,54634.875
188713,36437.99
188714,23454.05
188715,38362.242
188716,69806.72
188717,13781.66
188718,19593.756
188719,35809.95
188720,17508.523
188721,70317.016
188722,67421.234
188723,24052.672
188724,29316.084
188725,13148.638
188726,41494.55
188727,13800.499
188728,53505.566
188729,18950.32
188730,66260.92
188731,69758.67
188732,36947.027
188733,18424.66
188734,16111.362
188735,11819.08
188736,12239.265
188737,92841.76
188738,74133.27
188739,55953.184
188740,78909.84
188741,41442.086
188742,24467.258
188743,35482.17
188744,82956.45
188745,61960.53
188746,36240.188
188747,36430.273
188748,18801.29
188749,57376.76
188750,12081.754
188751,49684.09
188752,102774.47
188753,14059.568
188754,50043.395
188755,64440.75
188756,35411.66
188757,22787.887
188758,13192.564
188759,17292.771
188760,13411.8545
188761,37815.176
188762,48640.07
188763,34458.79
188764,14697.274
188765,59617.336
188766,34357.008
188767,12574.397
188768,31912.365
188769,69565.97
188770,44812.18
188771,14085.967
188772,11741.087
188773,38876.83
188774,48464.81
188775,47326.406
188776,16413.88
188777,23698.422
188778,24552.941
188779,66425.39
188780,60258.258
188781,92713.31
188782,17208.07
188783,22273.277
188784,40108.832
188785,33316.977
188786,37040.652
188787,12944.424
188788,15526.668
188789,52812.188
188790,13629.079
188791,12269.845
188792,76547.875
188793,22892.379
188794,13982.486
188795,38981.723
188796,26513.04
188797,96925.05
188798,22092.947
188799,16772.832
188800,52029.465
188801,48811.906
188802,26751.225
188803,91666.4
188804,16082.176
188805,14456.329
188806,90556.41
188807,43310.48
188808,58392.086
188809,32709.062
188810,16969.873
188811,52727.344
188812,19542.232
188813,12639.191
188814,41383.53
188815,16008.507
188816,37640.47
188817,27834.555
188818,37434.85
188819,44458.445
188820,53550.94
188821,33009.805
188822,18707.236
188823,47036.434
188824,12918.876
188825,23884.268
188826,12674.033
188827,36245.535
188828,28286.906
188829,13259.865
188830,48247.15
188831,66288.24
188832,12569.847
188833,26157.746
188834,26988.703
188835,22712.68
188836,29155.021
188837,61692.06
188838,14813.917
188839,16106.867
188840,26184.357
188841,72751.72
188842,14306.951
188843,70742.21
188844,37619.992
188845,22231.543
188846,35880.863
188847,54599.098
188848,13157.689
188849,27020.14
188850,73829.555
188851,128106.66
188852,75214.08
188853,16809.621
188854,20519.309
188855,65236.008
188856,97082.15
188857,94547.25
188858,54057.34
188859,39659.203
188860,11369.215
188861,34894.234
188862,97056.17
188863,24617.176
188864,30106.377
188865,27309.07
188866,49521.957
188867,13972.982
188868,140382.33
188869,24659.45
188870,13016.041
188871,14021.808
188872,37707.883
188873,44443.184
188874,39373.316
188875,17661.715
188876,25708.053
188877,53883.254
188878,75359.87
188879,99898.86
188880,44196.887
188881,11755.365
188882,34645.695
188883,35391.562
188884,74717.234
188885,37565.832
188886,51973.062
188887,113728.11
188888,149256.28
188889,66143.49
188890,15845.274
188891,35838.145
188892,27686.934
188893,111759.734
188894,13023.56
188895,23030.236
188896,34762.086
188897,18309.764
188898,13634.301
188899,151352.95
188900,12198.858
188901,12901.83
188902,84156.24
